# Id_interactions,B0,B1,B2,B3,B4,label
22037,395647,20,4,3,1,1
22038,437551,0,17,0,2,1
22039,442199,18,4,3,1,1
22040,451505,22,1,2,5,1
22061,488712,54,0,7,2,1
22062,498045,0,38,0,2,1
22063,1112535,7,0,1,2,1
22064,418922,20,4,3,1,1
22065,1121719,94,22,18,2,1
22066,651637,60,2,0,1,1
22074,446854,18,4,3,1,1
22075,474772,27,1,5,5,1
22253,470122,0,31,0,2,1
22254,428206,33,11,8,2,1
22255,325842,0,6,0,2,1
22256,451503,24,1,2,5,1
22356,488755,2,14,0,4,1
22607,479447,5,4,8,1,1
23207,1075230,58,0,15,2,1
23208,651637,60,2,0,1,1
23209,670317,2,0,0,1,1
23210,595794,42,1,2,1,1
23211,498024,52,0,7,2,1
23329,493372,49,0,7,2,1
23341,1079950,7,0,1,2,1
23342,1103225,7,0,1,2,1
23343,1121845,7,0,1,2,1
23364,386349,0,14,0,2,1
23365,451511,17,0,4,3,1
23407,674912,60,2,0,1,1
23408,451503,24,1,2,5,1
23409,656292,60,2,0,1,1
23410,390952,21,23,11,13,1
23411,684222,60,2,0,1,1
23412,679567,60,2,0,1,1
23413,460811,2,30,0,2,1
23414,428234,18,4,3,1,1
23553,307180,2,46,0,2,1
23804,1014780,7,0,1,2,1
26103,437510,46,6,7,1,1
26157,600469,22,0,3,1,1
26827,502707,0,31,0,2,1
26828,470096,50,0,7,2,1
26829,442171,33,11,8,2,1
26830,474751,50,0,7,2,1
26831,390871,26,9,4,110,1
26832,409491,26,9,4,110,1
26833,344437,0,31,0,2,1
26834,400304,18,4,3,1,1
26835,1065975,14,2,2,2,1
26970,283945,0,8,0,2,1
27068,479427,27,1,5,5,1
30051,1107821,52,0,15,2,1
12248,209274,3,0,0,8,1
12281,57272,3,0,0,3,1
13168,174035,1,0,0,1,1
13258,215878,0,12,0,4,1
13342,220284,0,12,0,4,1
11955,280342,29,4,0,1,1
11976,272014,29,4,0,1,1
11977,274790,29,4,0,1,1
11978,272014,29,4,0,1,1
11979,274790,29,4,0,1,1
12315,238726,0,9,0,1,1
12316,222073,0,6,0,1,1
12317,238726,0,9,0,1,1
12318,219297,0,6,0,1,1
12319,269241,20,3,5,3,1
13164,216522,0,5,0,1,1
13169,208196,0,3,0,1,1
13191,247060,0,3,0,1,1
13192,549621,2,24,0,1,1
13213,197085,0,10,0,1,1
13214,205418,0,5,0,1,1
13235,230400,1,6,0,1,1
13256,222076,0,2,0,2,1
13257,185975,11,3,1,2,1
13259,299782,20,0,5,1,1
13301,194315,0,4,0,1,1
13439,205419,0,3,0,2,1
13462,222075,0,4,0,1,1
13506,241505,0,6,0,1,1
13527,283134,0,13,0,5,1
13713,466334,1,32,0,1,1
13714,219301,0,2,0,1,1
13810,233181,0,2,0,1,1
13853,258154,0,13,0,1,1
14018,494107,17,1,1,2,1
14019,163764,0,17,0,3,1
14231,166539,0,20,0,1,1
14484,194304,0,15,0,1,1
14539,263701,14,0,4,1,1
14540,238722,0,13,0,1,1
14541,272041,1,5,0,1,1
14542,188753,9,3,1,2,1
14543,505226,0,5,0,1,1
14559,291455,19,0,5,1,1
14587,274805,14,0,4,1,1
14589,252591,19,0,5,1,1
14590,496898,0,5,0,1,1
14593,185973,0,17,0,2,1
14594,219299,0,4,0,1,1
14636,452452,32,1,1,2,1
14637,316444,0,15,0,5,1
14638,247050,0,13,0,1,1
14639,219299,0,4,0,1,1
14703,496892,8,1,1,2,1
15463,340392,30,1,0,2,1
16882,331280,46,11,8,2,1
12136,79731,3,0,5,1,1
12157,77955,6,0,6,1,1
12158,76183,6,0,6,1,1
12159,77955,6,0,6,1,1
12212,79727,6,0,6,1,1
12213,79727,6,0,6,1,1
12214,79731,3,0,5,1,1
12215,79727,6,0,6,1,1
12216,79727,6,0,6,1,1
12217,77959,3,0,5,1,1
12218,83275,3,0,5,1,1
12219,77955,6,0,6,1,1
12220,81499,6,0,6,1,1
12221,77955,6,0,6,1,1
12222,81499,6,0,6,1,1
12125,889280,45,15,3,1,1
15939,213432,50,10,1,2,1
12601,268650,30,5,1,2,1
28641,433191,147,22,14,7,1
26333,471135,201,32,14,11,1
28642,664191,78,41,14,2,1
26434,436200,88,20,10,8,1
26487,434388,97,20,10,8,1
23221,223179,3,1,0,1,1
12663,141218,11,0,0,1,1
12704,141218,11,0,0,1,1
12705,194781,13,3,1,2,1
12875,141218,11,0,0,1,1
12898,194781,13,3,1,2,1
12919,199651,13,3,1,2,1
12991,141218,11,0,0,1,1
12992,192346,14,3,0,2,1
13053,141218,11,0,0,1,1
13054,141218,11,0,0,1,1
12949,268788,15,5,2,2,1
12950,180512,6,0,2,2,1
13119,1022347,14,2,1,4,1
14588,1058014,12,2,1,3,1
15204,980729,19,4,1,7,1
15436,1058014,12,2,1,3,1
22479,1075843,14,2,1,4,1
22520,1046123,14,2,1,4,1
22521,974786,18,4,1,7,1
13162,423373,15,5,2,1,1
15431,512506,6,15,3,2,1
15432,395510,28,2,0,1,1
15433,501341,34,4,5,6,1
15434,306394,10,0,0,1,1
15435,495744,65,0,7,3,1
15495,963765,12,2,1,3,1
16183,2089110,12,2,0,1,1
18863,506912,34,4,5,6,1
22142,1715833,21,6,6,2,1
22683,295251,10,1,0,1,1
27416,300822,10,1,0,1,1
30100,428808,131,22,5,1,1
13165,239821,29,2,0,2,1
13391,1076940,129,28,14,5,1
26901,208918,40,0,3,1,1
26902,244468,55,0,6,1,1
26903,257823,40,0,4,1,1
26904,231082,90,18,1,1,1
17593,1043329,16,2,1,4,1
15291,1090170,25,8,3,4,1
13811,228319,65,3,1,1,1
13852,395836,0,0,0,14,1
13997,160990,4,9,2,2,1
14461,189326,82,0,11,1,1
14272,143387,0,11,1,1,1
14369,126630,0,23,0,1,1
14517,148695,0,57,0,12,1
14518,150973,41,0,2,2,1
14558,417478,24,9,5,4,1
14635,287011,0,30,0,4,1
14640,297449,0,30,0,4,1
21139,260916,0,30,0,4,1
26694,266135,0,30,0,4,1
26695,266135,0,30,0,4,1
29978,276573,0,30,0,4,1
14591,214913,37,0,4,2,1
14592,303166,79,0,16,3,1
14641,149229,43,0,2,2,1
14642,146970,0,66,0,12,1
15916,140269,0,86,0,9,1
14726,130580,10,7,7,4,1
14727,7746,1,0,0,2,1
14790,300217,45,6,2,2,1
17554,466421,0,65,0,8,1
25407,305600,0,20,0,14,1
25408,386015,0,43,0,6,1
26880,444887,144,13,1,1,1
26062,271796,47,2,0,1,1
15041,1175106,46,15,7,6,1
21593,1179549,11,3,0,2,1
15092,187871,8,0,0,1,1
15093,138586,0,13,0,1,1
15094,135480,25,1,0,1,1
29977,180667,0,8,0,1,1
15182,331542,27,1,8,7,1
22449,375513,0,16,0,1,1
15203,1642186,74,25,4,1,1
16449,400239,44,0,7,2,1
15559,406521,0,0,0,13,1
20436,1068608,119,24,9,22,1
15706,460046,18,6,8,2,1
15749,183109,23,0,0,12,1
26154,333466,5,7,0,2,1
15895,170786,72,1,2,2,1
15917,138630,0,67,0,17,1
15918,140945,33,1,8,1,1
16133,113273,0,18,0,1,1
16404,190817,55,2,0,3,1
16608,195255,0,60,0,1,1
16871,190883,6,0,0,1,1
17147,119415,30,2,2,1,1
17248,480783,13,0,0,11,1
17255,254061,18,0,4,2,1
17245,395609,7,0,0,1,1
17234,461746,0,25,0,1,1
17258,738527,10,10,1,5,1
17346,243806,27,5,1,1,1
17367,79198,3,7,2,2,1
17599,108247,0,17,0,1,1
17651,93030,0,25,1,2,1
17652,107191,25,0,2,1,1
17653,101120,0,27,0,3,1
25865,212407,4,0,0,4,1
17674,376818,0,74,0,16,1
17695,1019177,17,2,1,4,1
17696,1046289,78,30,5,4,1
18019,1097533,84,17,6,2,1
18250,528176,53,16,4,1,1
18962,234711,10,0,4,1,1
21544,237997,24,9,1,1,1
21545,241303,24,9,1,1,1
26955,261907,5,0,0,1,1
24278,180466,3,6,1,4,1
20251,239926,52,3,2,1,1
20678,319363,0,24,1,2,1
21339,354131,22,4,2,1,1
21548,68795,0,0,0,1,1
21552,72323,0,0,0,1,1
21553,68787,2,1,0,6,1
23532,68787,2,1,0,6,1
21549,78314,3,1,0,12,1
21550,76449,3,1,0,12,1
21554,76449,3,1,0,12,1
21551,87037,0,0,0,6,1
21696,269041,26,7,3,5,1
21697,80165,13,1,1,1,1
21698,61145,7,2,0,1,1
21699,86974,0,0,0,2,1
21956,392624,0,17,0,3,1
22448,1251318,91,18,3,2,1
22522,287476,0,5,0,2,1
22586,90661,0,36,0,2,1
22682,131892,42,15,0,1,1
23222,190283,38,6,0,1,1
23531,73403,3,2,0,8,1
24749,310955,0,39,0,4,1
25405,155607,0,0,0,3,1
25406,155608,0,5,0,1,1
26308,352925,36,5,1,1,1
29573,98635,39,16,2,4,1
29851,463173,172,13,0,2,1
9372,158261,0,5,1,3,1
9373,511989,58,2,0,1,1
9374,358404,20,0,0,11,1
9375,237370,0,30,0,5,1
9376,181536,0,5,1,3,1
9377,237370,0,30,0,5,1
9380,260615,23,18,11,13,1
9381,256013,4,4,3,1,1
9382,516642,60,2,0,1,1
9383,148958,0,0,0,2,1
9385,195496,0,0,0,14,1
9387,228083,3,0,0,9,1
9388,242053,0,0,0,7,1
9389,209420,17,14,11,13,1
9390,148958,0,0,0,2,1
9391,288587,17,0,3,3,1
9392,302566,7,0,1,1,1
9393,237397,0,6,0,2,1
9394,260666,0,0,0,14,1
9396,423585,2,14,0,4,1
9398,777376,6,0,1,2,1
9399,386216,26,9,4,110,1
9400,763411,6,0,1,2,1
9401,423586,18,0,0,1,1
9402,256007,0,14,0,4,1
9403,148937,21,0,0,2,1
9404,204806,0,0,0,14,1
9406,260673,1,0,3,3,1
9408,134988,0,0,0,7,1
9409,214076,0,0,0,54,1
9410,148958,0,0,0,2,1
9411,237344,20,17,11,13,1
9413,134988,0,0,0,7,1
9414,256010,0,12,0,3,1
9416,242056,0,0,0,4,1
9424,148958,0,0,0,2,1
9425,311853,0,30,0,2,1
9426,1000815,7,0,1,2,1
9427,223422,0,14,0,4,1
9428,223430,1,5,1,3,1
9429,446860,13,1,1,5,1
9430,167571,0,5,1,3,1
9438,214116,0,0,0,14,1
9439,344458,0,11,0,1,1
9440,344458,0,11,0,1,1
9441,176876,0,0,0,14,1
9443,349105,2,14,0,4,1
9444,418930,2,14,0,4,1
9446,418930,2,14,0,4,1
9452,437550,2,14,0,4,1
9453,279265,0,2,0,33,1
9454,274640,3,0,0,2,1
9455,423585,2,14,0,4,1
9458,265321,0,0,0,14,1
9467,172226,0,5,1,3,1
9468,279295,3,0,0,2,1
9469,256013,4,4,3,1,1
9471,162921,0,2,0,2,1
9473,158268,0,0,0,2,1
9475,228083,3,0,0,9,1
9476,442205,2,14,0,4,1
9484,470136,9,8,0,2,1
9487,134988,0,0,0,7,1
9488,223432,0,0,7,1,1
9490,265321,0,0,0,14,1
9491,167571,0,5,1,3,1
9492,1084605,7,0,1,2,1
9493,134988,0,0,0,7,1
9494,470136,9,8,0,2,1
9495,321165,0,28,0,2,1
9496,390962,49,0,7,2,1
9497,232742,0,0,7,1,1
9498,237387,0,16,0,2,1
9499,712097,76,22,18,2,1
9500,283950,3,0,0,2,1
9501,167571,0,5,1,3,1
9502,148958,0,0,0,2,1
9536,358423,0,11,0,1,1
9537,414276,18,0,0,1,1
9539,1052020,7,0,1,2,1
9540,130317,21,0,0,2,1
9577,256010,0,12,0,3,1
9578,228087,0,6,0,2,1
9579,283941,0,0,0,14,1
9580,763411,6,0,1,2,1
9583,256010,0,12,0,3,1
9584,1075295,7,0,1,2,1
9585,242003,19,14,11,13,1
9587,1061330,7,0,1,2,1
9588,311876,7,0,1,1,1
9589,432875,0,38,0,2,1
9590,260668,4,4,3,1,1
9591,316517,21,0,0,2,1
9592,279295,3,0,0,2,1
9593,260666,0,0,0,14,1
9601,204812,0,6,0,2,1
9602,442204,20,0,0,1,1
9603,325829,0,0,0,21,1
9604,251358,4,4,3,1,1
9606,144303,0,0,0,2,1
9608,260672,2,1,4,1,1
9609,144303,0,0,0,2,1
9610,158268,0,0,0,2,1
9611,763411,6,0,1,2,1
9612,237393,3,0,0,9,1
9613,148958,0,0,0,2,1
9614,237398,0,0,0,7,1
9615,162922,0,2,0,1,1
9616,754041,52,0,15,2,1
9618,768066,6,0,1,2,1
9619,339803,0,11,0,1,1
9623,437551,18,0,0,1,1
9625,507373,7,9,4,2,1
9626,428240,2,14,0,4,1
9628,181531,0,0,0,14,1
9629,349091,17,0,0,17,1
9630,256013,4,4,3,1,1
9631,521299,58,2,0,1,1
9632,321161,0,32,0,2,1
9634,339803,0,11,0,1,1
9638,1028745,7,0,1,2,1
9639,265321,0,0,0,14,1
9641,246658,19,14,11,13,1
9643,297906,0,0,0,14,1
9644,223432,0,6,0,2,1
9645,256017,0,6,0,2,1
9653,432895,2,14,0,4,1
9654,246697,0,14,0,4,1
9655,148958,0,0,0,2,1
9657,134988,0,0,0,7,1
9660,256019,4,0,0,2,1
9661,260665,0,12,0,3,1
9662,172221,0,0,0,14,1
9666,223377,21,18,11,13,1
9668,297899,15,0,3,3,1
9669,404978,0,0,0,7,1
9670,167566,0,0,0,14,1
9671,218767,0,14,0,4,1
9673,274622,8,0,0,15,1
9674,367711,17,0,0,17,1
9675,353758,0,20,0,2,1
9676,1084605,7,0,1,2,1
9677,176876,0,0,0,14,1
9681,465468,2,28,0,2,1
9682,777376,6,0,1,2,1
9683,614436,14,7,2,1,1
9685,172221,0,0,0,14,1
9688,325848,0,0,0,2,1
9689,148958,0,0,0,2,1
9690,349113,0,11,0,1,1
9692,172221,0,0,0,14,1
9693,172226,0,5,1,3,1
9696,302569,4,0,0,2,1
9697,377022,0,31,0,2,1
9698,623684,62,0,18,6,1
9706,460784,52,0,7,2,1
9707,339808,0,0,0,7,1
9708,172226,0,5,0,4,1
9711,367697,17,0,0,31,1
9720,404962,9,10,0,4,1
9721,451477,49,0,7,2,1
9725,269982,2,1,4,1,1
9726,288601,1,0,7,1,1
9727,172221,0,0,0,14,1
9728,283950,3,0,0,2,1
9729,228085,0,8,0,2,1
9740,1079950,7,0,1,2,1
9741,479439,9,15,0,2,1
9744,414281,0,10,0,4,1
9746,293251,0,0,0,14,1
9747,423586,2,15,0,2,1
9768,148958,0,0,0,2,1
9769,283946,1,0,7,1,1
9770,283950,3,0,0,2,1
9772,511987,60,2,0,1,1
9773,148958,0,0,0,2,1
9774,335131,4,0,0,25,1
9775,167566,0,0,0,14,1
9776,353740,21,0,0,19,1
9785,446856,0,22,0,2,1
9786,148958,0,0,0,2,1
9787,442204,20,0,0,1,1
9788,330493,0,11,0,1,1
9789,260672,2,1,4,1,1
9791,228032,21,18,11,13,1
9792,260668,4,4,3,1,1
9793,274625,0,18,0,2,1
9794,144303,0,0,0,2,1
9796,274603,0,2,0,40,1
9797,386216,26,9,4,110,1
9798,269976,0,0,0,14,1
9799,144303,0,0,0,2,1
9800,465470,0,28,0,2,1
9801,176876,0,0,0,14,1
9802,1028745,7,0,1,2,1
9803,144303,0,0,0,2,1
9804,302545,0,28,0,2,1
9807,446861,18,0,0,1,1
9808,167566,0,0,0,14,1
9809,144303,0,0,0,2,1
9811,456170,2,14,0,4,1
9812,1014780,7,0,1,2,1
9815,311862,21,0,0,2,1
9816,144303,0,0,0,2,1
9817,335148,0,11,0,1,1
9820,246697,0,14,0,4,1
9822,474750,51,0,7,2,1
9823,307195,0,2,0,33,1
9825,172226,0,5,1,3,1
9826,269972,0,0,0,18,1
9827,996160,7,0,1,2,1
9829,339791,15,6,1,2,1
9830,283950,3,0,0,2,1
9831,265322,5,4,3,1,1
9832,265323,4,4,3,1,1
9833,446856,0,22,0,2,1
9834,153613,0,0,0,2,1
9837,139622,26,0,0,2,1
9838,237393,3,0,0,9,1
9839,265317,9,4,4,1,1
9840,283950,3,0,0,2,1
9841,423584,2,17,0,2,1
9842,256010,0,12,0,3,1
9843,167571,0,5,1,3,1
9844,293230,0,2,0,33,1
9845,763411,6,0,1,2,1
9846,223428,3,0,0,9,1
9847,274604,35,0,3,3,1
9848,153592,21,0,0,2,1
9849,479427,2,34,0,2,1
9850,339801,0,0,0,14,1
9851,465456,8,0,0,36,1
9853,339803,0,11,0,1,1
9854,414274,2,17,0,2,1
9856,204810,0,8,0,2,1
9865,786686,6,0,1,2,1
9866,274622,8,0,0,15,1
9867,167559,0,2,0,19,1
9871,237393,3,0,0,9,1
9872,428239,20,0,0,1,1
9873,232746,0,0,0,4,1
9876,297890,0,28,0,2,1
9877,335148,0,11,0,1,1
9878,241997,21,18,11,13,1
9880,144303,0,0,0,2,1
9882,260668,4,4,3,1,1
9883,502677,60,2,0,1,1
9884,148958,0,0,0,2,1
9885,465482,9,7,0,2,1
9886,218780,3,0,0,2,1
9887,167571,0,5,1,3,1
9889,349113,0,11,0,1,1
9890,148958,0,0,0,2,1
9892,279291,1,0,7,1,1
9893,232738,3,0,0,9,1
9894,274644,0,0,0,1,1
9895,768065,7,0,1,2,1
9897,409621,18,0,0,1,1
9898,265317,9,4,4,1,1
9899,293246,0,15,0,4,1
9902,274637,0,0,0,8,1
9904,256013,4,4,3,1,1
9905,269947,34,5,1,3,1
9906,134988,0,0,0,7,1
9907,498022,60,2,0,1,1
9908,237383,13,4,4,1,1
9909,418931,18,0,0,1,1
9910,232747,0,0,0,3,1
9912,274627,0,0,0,18,1
9913,353732,0,46,0,2,1
9914,363030,51,0,7,2,1
9915,256010,0,12,0,3,1
9917,256011,0,0,0,14,1
9925,404887,73,9,0,16,1
9926,358423,0,11,0,1,1
9928,712087,86,22,18,2,1
9931,353768,0,11,0,1,1
9932,158261,0,4,1,4,1
9933,423585,2,14,0,4,1
9934,428240,2,14,0,4,1
9935,274631,0,0,0,14,1
9937,493404,9,15,0,2,1
9938,330493,0,11,0,1,1
9939,255964,20,17,11,13,1
9941,507332,60,2,0,1,1
9942,134988,0,0,0,7,1
9944,251356,0,0,0,14,1
9945,498050,17,9,7,2,1
9947,428241,18,0,0,1,1
9948,148949,0,2,0,9,1
9949,330495,0,8,0,2,1
9950,451473,53,0,7,2,1
9951,1089260,7,0,1,2,1
9952,232738,3,0,0,9,1
9953,148958,0,0,0,2,1
9954,246660,17,14,11,13,1
9955,256010,0,12,0,3,1
9956,162922,0,2,0,1,1
9957,246697,0,14,0,4,1
9958,432861,33,11,8,2,1
9959,1093915,7,0,1,2,1
9960,456132,49,0,7,2,1
9964,418930,2,14,0,4,1
9965,162923,0,0,0,2,1
9969,167571,0,5,1,3,1
9970,442164,52,0,7,2,1
9971,265274,18,19,11,13,1
9972,176876,0,0,0,14,1
9973,442195,0,28,0,2,1
9974,269972,0,14,0,4,1
9977,777376,6,0,1,2,1
9979,386317,0,46,0,2,1
9980,758756,6,0,1,2,1
9981,228083,3,0,0,9,1
9984,148958,0,0,0,2,1
9985,246658,19,14,11,13,1
9986,330473,0,30,0,2,1
9994,228083,3,0,0,9,1
9997,325838,0,11,0,1,1
9998,335130,0,28,0,2,1
9999,256009,7,4,4,1,1
10000,418891,21,14,11,13,1
10001,283912,2,39,0,2,1
10002,269980,2,4,3,1,1
10004,442161,55,0,7,2,1
10006,730774,44,0,15,2,1
10007,335148,0,11,0,1,1
10008,321175,13,1,1,5,1
10009,353746,17,0,0,17,1
10010,339803,0,11,0,1,1
10011,172221,0,0,0,14,1
10012,386350,4,0,0,11,1
10013,460785,51,0,7,2,1
10014,423571,0,32,0,2,1
10018,456132,49,0,7,2,1
10019,162922,0,2,0,1,1
10020,1061330,7,0,1,2,1
10021,390987,0,31,0,2,1
10022,526012,2,0,0,1,1
10023,176876,0,0,0,14,1
10024,307209,15,0,3,3,1
10026,437550,2,14,0,4,1
10029,763411,6,0,1,2,1
10031,256013,4,4,3,1,1
10034,1065985,7,0,1,2,1
10035,256003,13,4,4,1,1
10036,349113,0,11,0,1,1
10037,158267,0,2,0,1,1
10038,688872,51,0,15,2,1
10039,297895,19,0,3,3,1
10040,511987,60,2,0,1,1
10041,349113,0,11,0,1,1
10042,511987,60,2,0,1,1
10043,269972,0,0,0,18,1
10044,172221,0,0,0,14,1
10045,404968,13,0,3,1,1
10052,144303,0,0,0,2,1
10053,181536,0,5,1,3,1
10054,283946,1,0,7,1,1
10055,260668,4,4,3,1,1
10056,414276,18,0,0,1,1
10058,260675,1,0,0,4,1
10059,167571,0,5,1,3,1
10063,200151,0,0,0,14,1
10064,414272,15,1,2,5,1
10065,274627,0,14,0,4,1
10066,167571,0,5,1,3,1
10067,316530,0,8,0,2,1
10070,428239,20,0,0,1,1
10072,502677,60,2,0,1,1
10074,134988,0,0,0,7,1
10076,451515,2,14,0,4,1
10098,479405,51,0,7,2,1
10099,772720,7,0,1,2,1
10102,446820,51,0,7,2,1
10103,232738,3,0,0,9,1
10104,795996,6,0,1,2,1
10105,498058,0,26,0,1,1
10106,349105,2,14,0,4,1
10108,246658,19,14,11,13,1
10109,162922,0,2,0,1,1
10110,1065985,7,0,1,2,1
10111,232738,3,0,0,9,1
10112,167571,0,5,1,3,1
10113,674903,55,0,15,2,1
10121,148958,0,0,0,2,1
10122,288483,19,0,0,108,1
10123,1028745,7,0,1,2,1
10124,256013,4,4,3,1,1
10132,744791,6,0,1,2,1
10133,465440,51,0,7,2,1
10134,996160,7,0,1,2,1
10135,158261,0,5,1,3,1
10136,172221,0,0,0,14,1
10137,512047,2,0,0,1,1
10139,325818,20,0,0,12,1
10141,167559,0,2,0,19,1
10142,768066,6,0,1,2,1
10144,274635,2,4,3,1,1
10148,465474,9,15,0,2,1
10149,288587,17,0,3,3,1
10150,251307,22,17,11,13,1
10151,269972,0,0,0,18,1
10152,228083,3,0,0,9,1
10153,148958,0,0,0,2,1
10154,251362,0,0,0,8,1
10155,288601,1,0,7,1,1
10157,325836,0,0,0,14,1
10159,288602,2,1,4,1,1
10160,302541,0,32,0,2,1
10168,418891,21,14,11,13,1
10169,479447,9,7,0,2,1
